CohortMonth,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2010-10,1.0,0.25866666666666666,0.14666666666666667,0.12533333333333332,0.088,0.08266666666666667,0.13066666666666665,0.13866666666666666,0.10666666666666667,0.09333333333333334,0.10666666666666667,0.128,0.192,0.232,0.06933333333333333,,,,,,,,,,
2010-11,1.0,0.17484662576687116,0.0950920245398773,0.0950920245398773,0.07668711656441718,0.08895705521472393,0.12883435582822086,0.10122699386503067,0.08588957055214724,0.09202453987730061,0.11042944785276074,0.147239263803681,0.25153374233128833,0.06441717791411043,,,,,,,,,,,
2010-12,1.0,0.09210526315789473,0.05263157894736842,0.09210526315789473,0.11842105263157894,0.06578947368421052,0.05263157894736842,0.09210526315789473,0.05263157894736842,0.02631578947368421,0.09210526315789473,0.19736842105263158,0.02631578947368421,,,,,,,,,,,,
2011-01,1.0,0.16666666666666666,0.2222222222222222,0.19444444444444445,0.2222222222222222,0.1527777777777778,0.1527777777777778,0.125,0.1111111111111111,0.20833333333333334,0.25,0.1111111111111111,,,,,,,,,,,,,
2011-02,1.0,0.16,0.16,0.184,0.216,0.16,0.16,0.152,0.152,0.184,0.064,,,,,,,,,,,,,,
2011-03,1.0,0.1787709497206704,0.21787709497206703,0.2011173184357542,0.22346368715083798,0.15083798882681565,0.20670391061452514,0.2011173184357542,0.24022346368715083,0.09497206703910614,,,,,,,,,,,,,,,
2011-04,1.0,0.24528301886792453,0.19811320754716982,0.19811320754716982,0.1792452830188679,0.2358490566037736,0.1792452830188679,0.25471698113207547,0.11320754716981132,,,,,,,,,,,,,,,,
2011-05,1.0,0.23423423423423423,0.24324324324324326,0.16216216216216217,0.21621621621621623,0.2072072072072072,0.26126126126126126,0.11711711711711711,,,,,,,,,,,,,,,,,
2011-06,1.0,0.23148148148148148,0.21296296296296297,0.26851851851851855,0.2037037037037037,0.2777777777777778,0.08333333333333333,,,,,,,,,,,,,,,,,,
2011-07,1.0,0.2079207920792079,0.297029702970297,0.27722772277227725,0.3465346534653465,0.15841584158415842,,,,,,,,,,,,,,,,,,,
2011-08,1.0,0.2641509433962264,0.3018867924528302,0.2641509433962264,0.16981132075471697,,,,,,,,,,,,,,,,,,,,
2011-09,1.0,0.2712765957446808,0.3776595744680851,0.14893617021276595,,,,,,,,,,,,,,,,,,,,,
2011-10,1.0,0.3167420814479638,0.1583710407239819,,,,,,,,,,,,,,,,,,,,,,
2011-11,1.0,0.14136125654450263,,,,,,,,,,,,,,,,,,,,,,,
2011-12,1.0,,,,,,,,,,,,,,,,,,,,,,,,
